id_cantitate,cantitate
1||2037581||1||1,4
1||2037582||1||1,1
1||2037582||2||1,3
1||2037595||1||1,1
1||2037599||1||1,2
1||2037599||1||2,1
1||2037601||1||1,1
1||2037603||1||1,10
1||2037603||1||2,10
1||2037615||1||1,5
1||2037626||1||1,1
1||2037626||1||2,1
1||2037626||1||3,3
1||2037626||2||4,2
1||2037646||1||1,1
1||2037646||1||2,1
1||2037646||1||3,1
1||2037646||1||4,15
1||2037646||1||5,15
1||2037651||1||1,1
1||2037651||1||2,1
1||2037657||1||1,1
1||2037669||1||1,1
1||2037671||1||1,5
1||2037674||1||1,2
1||2037674||1||5,2
1||2037674||1||12,1
1||2037674||1||15,2
1||2037674||1||16,2
1||2037674||1||17,8
1||2037674||1||18,5
1||2037674||1||22,1
1||2037674||1||23,5
1||2037679||1||1,1
1||2037679||1||2,2
1||2037679||1||3,10
1||2037702||1||1,1
1||2037704||1||1,2
1||2037707||1||1,3
1||2037707||2||6,2
1||2037707||2||9,1
1||2037707||2||10,1
1||2037707||2||11,2
1||2037721||1||2,1
1||2037721||1||3,1
1||2037730||1||1,1
1||2037741||1||1,2
1||2037741||1||2,50
1||2037745||1||1,2
1||2037745||1||2,3
1||2037745||1||3,2
1||2037745||1||4,20
1||2037745||1||5,20
1||2037745||2||6,1
1||2037745||2||7,5
1||2037745||2||8,2
1||2037745||3||5,-20
1||2037753||1||3,4
1||2037753||1||4,2
1||2037753||1||5,1
1||2037753||2||2,3
1||2037767||1||1,2
1||2037770||1||1,1
1||2037770||1||2,1
1||2037774||1||1,1
1||2037774||1||2,1
1||2037774||2||3,1
1||2037774||3||4,1
1||2037777||1||1,2
1||2037782||1||1,1
1||2037783||1||1,1
1||2037786||1||1,1
1||2037788||1||1,1
1||2037788||1||2,5
1||2037788||1||3,1
1||2037788||1||4,-1
1||2037796||1||3,1
1||2037796||1||4,1
1||2037796||1||5,15
1||2037796||1||6,3
1||2037798||1||1,1
1||2037800||1||1,4
1||2037800||1||2,6
1||2037800||1||3,5
1||2037800||1||4,3
1||2037800||1||5,10
1||2037800||1||6,4
1||2037800||1||7,8
1||2037800||1||8,10
1||2037800||1||13,3
1||2037800||1||15,20
1||2037800||1||16,1
1||2037801||1||1,1
1||2037815||1||1,2
1||2037815||1||2,1
1||2037815||1||3,1
1||2037817||1||1,1
1||2037817||1||2,3
1||2037817||2||1,-1
1||2037820||1||1,2
1||2037820||1||3,1
1||2037825||1||1,4
1||2037828||1||1,2
1||2037828||2||1,-2
1||2037836||1||1,8
1||2037836||1||2,1
1||2037837||1||1,1
1||2037837||1||2,1
1||2037837||1||3,1
1||2037837||1||7,1
1||2037837||1||8,1
1||2037837||1||9,1
1||2037837||1||10,1
1||2037847||1||1,2
1||2037856||1||1,4
1||2037856||1||2,1
1||2037860||1||1,2
1||2037860||1||2,2
1||2037869||1||1,10
1||2037872||1||1,4
1||2037878||1||1,1
1||2037885||1||1,1
1||2037890||1||1,1
1||2037908||1||1,1
1||2037912||1||1,2
1||2037912||1||2,2
1||2037919||1||1,1
1||2037919||1||4,1
1||2037919||1||5,1
1||2037920||1||1,1
1||2037925||1||3,10
1||2037925||1||4,4
1||2037925||1||5,2
1||2037928||1||2,10
1||2037934||1||1,4
1||2037953||1||1,8
1||2037953||1||2,6
1||2037964||1||3,1
1||2037967||1||1,1
1||2037967||1||3,1
1||2037981||1||1,1
1||2038000||1||1,1
1||2038004||1||1,5
1||2038013||1||1,10
1||2038013||1||2,10
1||2038014||1||1,1
1||2038014||1||2,1
1||2038030||2||1,3
1||2038030||2||2,1
1||2038030||2||3,2
1||2038030||2||4,3
1||2038030||2||5,11
1||2038030||2||6,2
1||2038030||2||7,2
1||2038035||1||1,1
1||2038046||1||1,1
1||2038046||1||2,1
1||2038055||1||1,2
1||2038055||1||2,1
1||2038067||1||1,1
1||2038074||1||1,1
1||2038094||1||1,2
1||2038094||1||2,36
1||2038095||1||2,1
1||2038095||1||3,2
1||2038095||1||4,2
1||2038095||1||5,2
1||2038095||1||6,2
1||2038095||1||7,8
1||2038095||1||8,3
1||2038095||1||15,1
1||2038095||1||16,1
1||2038095||1||20,1
1||2038095||1||22,1
1||2038095||1||23,8
1||2038095||2||26,1
1||2038095||2||27,3
1||2038095||2||28,1
1||2038095||2||29,2
1||2038095||2||31,1
1||2038095||2||32,1
1||2038095||2||33,1
1||2038095||2||34,1
1||2038095||2||35,1
1||2038095||2||36,1
1||2038095||2||37,18
1||2038095||3||25,1
1||2038095||4||11,1
1||2038095||4||12,2
1||2038095||4||13,2
1||2038095||4||17,2
1||2038095||4||36,1
1||2038095||4||37,18
1||2038095||5||38,1
1||2038095||6||40,1
1||2038095||6||41,1
1||2038110||1||2,1
1||2038122||1||1,4
1||2038127||1||5,4
1||2038136||1||1,2
1||2038149||1||1,1
1||2038154||1||1,3
1||2038154||1||3,2
1||2038175||1||1,1
1||2038175||1||2,1
1||2038179||1||1,2
1||2038186||1||1,1
1||2038186||2||1,-1
1||2038202||1||1,1
1||2038204||1||1,16
1||2038204||1||3,1
1||2038213||1||1,1
1||2038214||1||5,4
1||2038214||1||6,6
1||2038215||1||1,4
1||2038217||1||1,1
1||2038217||1||2,1
1||2038217||1||3,1
1||2038217||1||4,1
1||2038225||1||1,2
1||2038225||1||2,36
1||2038238||1||1,500
1||2038238||1||2,2
1||2038239||1||1,2
1||2038262||1||1,1
1||2038264||1||1,1
1||2038270||1||1,2
1||2038291||1||1,2
1||2038291||1||4,2
1||2038294||1||2,2
1||2038301||1||1,2
1||2038301||1||2,1
1||2038301||1||4,1
1||2038301||1||5,4
1||2038301||1||6,1
1||2038304||1||1,4
1||2038304||1||2,10
1||2038305||1||1,1
1||2038305||1||2,1
1||2038305||1||3,1
1||2038312||1||1,6
1||2038312||1||3,3
1||2038315||1||1,1
1||2038318||1||1,1
1||2038323||1||1,1
1||2038325||1||1,1
1||2038326||1||1,5
1||2038326||1||2,12
1||2038327||1||1,3
1||2038329||1||1,2
1||2038331||1||1,1
1||2038344||1||3,2
1||2038344||1||4,2
1||2038344||1||5,1
1||2038344||1||9,2
1||2038344||2||8,2
1||2038345||1||1,1
1||2038360||1||1,20
1||2038360||1||2,20
1||2038360||1||3,8
1||2038360||1||4,8
1||2038362||1||1,20
1||2038375||1||1,1
1||2038390||1||1,1
1||2038391||1||1,1
1||2038400||1||1,1
1||2038400||1||2,3
1||2038400||1||3,1
1||2038400||1||4,1
1||2038403||1||1,2
1||2038425||1||1,20
1||2038425||1||2,2
1||2038425||1||3,30
1||2038425||1||4,1
1||2038434||1||3,1
1||2038434||2||3,1
1||2038438||1||1,1
1||2038438||1||2,1
1||2038438||1||3,1
1||2038438||1||4,1
1||2038438||1||5,1
1||2038438||1||6,1
1||2038441||1||1,1
1||2038453||1||1,2
1||2038461||1||2,2
1||2038461||1||3,4
1||2038461||1||4,2
1||2038461||1||5,2
1||2038461||1||6,2
1||2038461||1||7,1
1||2038461||1||8,1
1||2038476||1||1,10
1||2038479||1||1,1
1||2038484||1||1,2
1||2038488||1||1,1
1||2038488||1||2,2
1||2038491||1||1,1
1||2038491||1||2,15
1||2038503||1||1,4
1||2038514||1||2,1
1||2038515||1||1,2
1||2038515||1||2,1
1||2038516||1||1,1
1||2038523||1||1,1
1||2038536||1||1,3
1||2038536||1||2,10
1||2038536||1||3,1
1||2038537||1||1,1
1||2038539||1||1,1
1||2038539||1||2,1
1||2038539||1||3,1
1||2038539||1||4,1
1||2038539||2||5,1
1||2038540||1||1,2
1||2038540||1||2,1
1||2038549||1||1,1
1||2038549||1||2,3
1||2038564||1||15,1
1||2038572||1||1,2
1||2038579||1||1,12
1||2038579||2||1,80
1||2038579||3||1,43
1||2038579||4||1,30
1||2038579||4||2,4
1||2038590||1||1,1
1||2038615||1||1,2
1||2038618||1||1,1
1||2038627||1||1,3
1||2038627||1||2,3
1||2038633||1||1,1
1||2038633||1||2,2
1||2038633||1||3,2
1||2038640||1||1,2
1||2038640||1||6,2
1||2038640||1||7,1
1||2038644||1||1,1
1||2038644||1||2,1
1||2038644||2||2,-1
1||2038648||1||1,2
1||2038648||1||2,1
1||2038658||1||1,1
1||2038665||1||1,1
1||2038676||1||1,3
1||2038689||1||6,1
1||2038689||2||4,2
1||2038727||1||2,6
1||2038727||1||4,12
1||2038727||1||5,12
1||2038727||1||8,2
1||2038727||1||9,12
1||2038727||1||11,2
1||2038727||1||12,3
1||2038727||1||13,3
1||2038727||1||14,1
1||2038727||1||15,5
1||2038727||1||16,8
1||2038727||1||17,4
1||2038727||1||18,4
1||2038727||1||19,4
1||2038727||1||20,6
1||2038727||2||3,6
1||2038727||4||11,2
1||2038727||6||3,6
1||2038728||1||1,1
1||2038731||1||1,1
1||2038732||1||1,2
1||2038732||1||2,4
1||2038739||1||1,1
1||2038744||1||1,1
1||2038744||1||2,1
1||2038744||1||3,1
1||2038760||1||1,1
1||2038768||1||1,1
1||2038768||1||2,1
1||2038768||1||3,4
1||2038768||2||2,-1
1||2038777||1||1,4
1||2038779||1||5,8
1||2038779||1||6,8
1||2038779||1||7,8
1||2038795||1||1,4
1||2038795||1||2,3
1||2038795||2||2,1
1||2038798||1||1,1
1||2038798||1||2,40
1||2038798||1||3,2
1||2038798||1||4,2
1||2038803||1||2,1
1||2038819||1||1,3
1||2038819||1||2,1
1||2038819||1||3,1
1||2038819||1||4,1
1||2038819||1||5,1
1||2038819||1||6,1
1||2038819||1||7,2
1||2038819||1||8,1
1||2038828||1||1,1
1||2038833||1||1,2
1||2038833||1||2,2
1||2038833||1||3,4
1||2038844||1||1,2
1||2038844||1||3,1
1||2038848||1||1,1
1||2038848||1||3,1
1||2038848||1||4,2
1||2038848||1||6,3
1||2038848||1||7,3
1||2038858||1||1,1
1||2038862||1||1,1
1||2038862||1||4,1
1||2038862||1||5,2
1||2038862||1||6,1
1||2038865||1||1,1
1||2038865||2||1,-1
1||2038870||1||1,1
1||2038870||1||2,1
1||2038870||1||3,1
1||2038870||1||4,1
1||2038870||1||5,1
1||2038870||1||6,1
1||2038870||1||7,1
1||2038875||1||1,1
1||2038875||1||2,2
1||2038876||1||1,4
1||2038876||1||2,1
1||2038879||1||1,2
1||2038879||2||4,1
1||2038879||2||5,2
1||2038879||2||6,1
1||2038879||2||8,1
1||2038879||3||4,-1
1||2038879||4||6,-1
1||2038879||4||8,-1
1||2038880||1||1,10
1||2038907||1||1,3
1||2038917||1||1,20
1||2038920||1||1,7
1||2038929||1||1,2
1||2038929||1||4,2
1||2038952||1||1,1
1||2038952||1||2,1
1||2038952||1||3,1
1||2038952||1||4,1
1||2038952||1||5,1
1||2038952||1||6,1
1||2038955||1||2,1
1||2038961||1||1,6
1||2038961||2||3,1
1||2038964||1||1,2
1||2038982||1||1,1
1||2038986||1||1,1
1||2038987||1||1,5
1||2038987||1||2,5
1||2038994||1||1,2
1||2038998||1||1,1
1||2038998||1||2,1
1||2039013||1||1,1
1||2039014||1||1,1
1||2039021||1||1,1
1||2039026||1||2,1
1||2039028||1||1,1
1||2039030||1||1,1
1||2039033||1||1,10
1||2039033||1||2,10
1||2039036||1||1,6
1||2039040||1||1,2
1||2039054||1||1,1
1||2039054||1||2,100
1||2039056||1||1,2
1||2039056||1||2,2
1||2039064||1||1,4
1||2039071||1||1,1
1||2039097||1||1,2
1||2039099||1||1,1
1||2039099||1||2,1
1||2039099||1||3,1
1||2039101||1||1,5
1||2039101||1||2,1
1||2039108||1||1,2
1||2039118||1||1,1
1||2039118||1||2,1
1||2039118||1||3,5
1||2039118||1||4,1
1||2039118||1||5,18
1||2039118||1||6,1
1||2039118||1||7,2
1||2039121||1||1,10
1||2039121||1||2,10
1||2039121||2||1,10
1||2039121||2||2,10
1||2039121||2||5,10
1||2039121||3||1,5
1||2039121||3||2,5
1||2039121||3||5,10
1||2039124||1||1,1
1||2039124||1||3,4
1||2039125||1||2,1
1||2039143||1||1,1
1||2039144||1||1,1
1||2039144||1||2,1
1||2039145||1||1,1
1||2039145||1||2,15
1||2039162||1||1,1
1||2039162||1||2,1
1||2039163||1||1,1
1||2039163||1||2,1
1||2039186||1||1,2
1||2039187||1||1,2
1||2039187||1||2,2
1||2039194||1||2,1
1||2039195||1||1,3
1||2039201||1||1,2
1||2039201||1||2,2
1||2039201||1||3,2
1||2039201||1||4,2
1||2039201||1||5,2
1||2039201||1||6,1
1||2039208||1||1,1
1||2039208||1||4,1
1||2039211||1||1,1
1||2039217||1||1,1
1||2039217||1||2,4
1||2039217||1||3,4
1||2039222||1||1,1
1||2039246||1||1,2
1||2039247||1||1,1
1||2039253||1||1,2
1||2039253||1||2,2
1||2039253||1||3,3
1||2039253||1||4,1
1||2039256||1||2,2
1||2039265||1||1,40
1||2039265||1||2,7
1||2039275||1||1,1
1||2039287||1||1,1
1||2039291||1||1,1
1||2039298||1||1,20
1||2039314||1||3,4
1||2039314||1||4,1
1||2039314||1||5,6
1||2039314||1||6,12
1||2039314||1||7,4
1||2039314||1||8,4
1||2039314||2||6,-4
1||2039320||1||1,1
1||2039320||1||2,4
1||2039320||1||3,6
1||2039320||1||4,50
1||2039320||1||5,1
1||2039331||1||1,10
1||2039338||1||1,15
1||2039338||1||3,15
1||2039341||1||1,2
1||2039341||1||2,2
1||2039341||1||3,4
1||2039341||1||4,4
1||2039344||1||1,2
1||2039347||1||1,1
1||2039350||1||1,1
1||2039359||1||1,3
1||2039360||1||1,2
1||2039360||1||2,1
1||2039360||1||3,1
1||2039360||1||4,1
1||2039369||1||1,1
1||2039386||1||1,1
1||2039388||1||2,1
1||2039388||1||4,1
1||2039388||1||5,1
1||2039388||2||3,1
1||2039388||3||6,2
1||2039391||1||1,10
1||2039391||1||2,10
1||2039391||1||3,3
1||2039391||1||4,4
1||2039391||1||5,-4
1||2039391||1||6,1
1||2039391||1||7,3.6
1||2039392||1||1,1
1||2039417||1||1,1
1||2039424||1||1,1
1||2039430||1||2,1
1||2039430||1||4,2
1||2039430||1||6,1
1||2039430||1||8,1
1||2039430||1||9,1
1||2039430||1||10,1
1||2039430||1||11,1
1||2039430||1||12,1
1||2039430||1||15,1
1||2039430||1||16,1
1||2039437||1||1,1
1||2039437||1||3,1
1||2039437||1||4,5
1||2039440||1||1,1
1||2039440||1||2,2
1||2039442||1||1,1
1||2039442||1||7,1
1||2039448||1||1,1
1||2039450||1||1,20
1||2039453||1||1,1
1||2039460||1||1,1
1||2039462||1||1,1
1||2039462||1||2,1
1||2039462||1||3,1
1||2039462||1||5,1
1||2039462||1||6,1
1||2039465||1||1,1
1||2039465||1||2,10
1||2039465||1||4,10
1||2039465||1||5,1
1||2039465||1||6,5
1||2039465||2||2,-10
1||2039468||1||2,2
1||2039468||2||1,2
1||2039468||2||2,2
1||2039476||1||1,1
1||2039476||1||2,1
1||2039480||1||1,1
1||2039485||1||1,2
1||2039486||1||1,1
1||2039486||1||2,1
1||2039490||1||1,6
1||2039490||1||2,12
1||2039490||1||3,12
1||2039490||1||4,1
1||2039490||1||5,3
1||2039490||1||6,2
1||2039490||1||7,2
1||2039490||1||8,1
1||2039490||1||9,8
1||2039496||1||1,3
1||2039496||1||2,109.2
1||2039496||2||1,3
1||2039506||1||1,3
1||2039507||1||1,1
1||2039507||1||2,2
1||2039507||1||3,6
1||2039507||1||4,6
1||2039507||1||5,2
1||2039511||1||1,2
1||2039511||1||2,1
1||2039511||1||3,1
1||2039520||1||1,1
1||2039520||1||2,1
1||2039520||1||3,1
1||2039520||1||4,1
1||2039522||1||1,2
1||2039547||1||2,1
1||2039547||1||3,1
1||2039547||1||4,1
1||2039566||1||1,3
1||2039566||1||3,1
1||2039568||1||1,1
1||2039568||1||2,2
1||2039568||1||4,2
1||2039573||1||1,5
1||2039593||1||1,1
1||2039601||1||1,2
1||2039601||1||2,2
1||2039601||1||3,2
1||2039601||1||4,2
1||2039601||2||1,-2
1||2039601||2||2,-2
1||2039601||2||3,-2
1||2039601||2||4,-2
1||2039612||1||2,3
1||2039612||2||2,1
1||2039620||1||1,1
1||2039620||1||2,1
1||2039620||1||3,1
1||2039625||1||1,2
1||2039639||1||1,1
1||2039639||1||3,1
1||2039639||1||4,1
1||2039649||1||1,2
1||2039652||1||1,1
1||2039666||1||2,20
1||2039666||1||3,10
1||2039666||1||4,10
1||2039666||1||5,20
1||2039674||1||1,1
1||2039679||1||1,1
1||2039679||1||2,2
1||2039679||1||3,2
1||2039679||1||4,2
1||2039680||1||1,2
1||2039683||1||1,1
1||2039683||1||2,1
1||2039698||1||1,2
1||2039702||1||1,1
1||2039714||1||2,1
1||2039714||1||4,1
1||2039714||1||5,1
1||2039714||1||6,1
1||2039716||1||1,1
1||2039716||1||2,1
1||2039716||1||5,1
1||2039716||2||6,1
1||2039716||3||6,-1
1||2039727||1||1,4
1||2039742||1||1,1
1||2039742||1||2,5
1||2039742||1||4,1
1||2039742||1||5,4
1||2039742||1||7,2
1||2039742||1||8,4
1||2039742||1||9,2
1||2039743||1||1,1
1||2039743||1||2,10
1||2039743||1||3,10
1||2039745||1||1,1
1||2039752||1||1,1
1||2039752||1||3,2
1||2039781||1||2,1
1||2039781||1||3,1
1||2039781||1||4,2
1||2039781||1||5,1
1||2039781||1||6,1
1||2039781||1||7,1
1||2039781||1||8,2
1||2039781||1||9,1
1||2039781||1||10,6
1||2039781||1||11,1
1||2039781||1||12,2
1||2039781||1||13,1
1||2039781||1||14,-1
1||2039781||1||15,1
1||2039783||1||1,20
1||2039783||1||3,2
1||2039783||1||4,1
1||2039783||1||5,1
1||2039783||1||6,1
1||2039783||2||7,1
1||2039783||2||8,1
1||2039790||2||3,6
1||2039803||1||1,1
1||2039806||1||1,20
1||2039810||1||1,1
1||2039810||2||1,-1
1||2039812||1||1,1
1||2039812||1||2,2
1||2039812||1||3,2
1||2039818||1||2,2
1||2039820||1||2,4
1||2039822||1||1,1
1||2039822||1||2,2
1||2039822||1||3,1
1||2039822||1||4,5
1||2039822||1||5,2
1||2039822||1||6,1
1||2039822||2||3,-1
1||2039829||1||1,1
1||2039845||1||1,1
1||2039849||1||1,4
1||2039860||1||2,1
1||2039863||1||1,1
1||2039863||2||1,-1
1||2039863||2||2,1
1||2039865||1||1,1
1||2039865||1||3,1
1||2039866||1||4,3
1||2039868||1||1,1
1||2039868||1||2,1
1||2039868||1||3,1
1||2039868||1||4,1
1||2039868||1||5,2
1||2039887||1||3,3
1||2039888||1||1,1
1||2039889||1||1,3
1||2039892||1||1,2
1||2039894||1||1,2
1||2039908||1||1,1
1||2039908||1||2,1
1||2039908||1||3,2
1||2039913||1||1,2
1||2039913||1||2,2
1||2039913||1||3,2
1||2039913||1||4,2
1||2039920||1||1,4
1||2039937||1||1,1
1||2039941||1||1,1
1||2039941||1||2,1
1||2039941||1||3,6
1||2039941||1||4,6
1||2039941||1||5,1
1||2039946||1||1,1
1||2039946||1||3,1
1||2039946||1||4,2
1||2039946||1||5,2
1||2039946||1||6,2
1||2039946||1||7,1
1||2039946||1||8,1
1||2039946||1||9,13
1||2039946||1||10,1
1||2039946||1||11,1
1||2039946||1||12,2
1||2039946||1||13,2
1||2039947||1||1,1
1||2039957||1||3,1
1||2039957||1||6,1
1||2039962||1||3,1
1||2039965||1||1,2
1||2039980||1||1,1
1||2039987||1||1,1
1||2040011||1||1,2
1||2040011||1||2,34.6
1||2040021||1||1,1
1||2040021||2||2,1
1||2040021||2||3,1
1||2040021||2||5,1
1||2040029||1||1,1
1||2040029||1||2,1
1||2040045||1||1,1
1||2040045||1||3,20
1||2040045||2||2,1
1||2040065||1||1,1
1||2040073||1||1,6
1||2040078||1||1,2
1||2040093||1||1,2
1||2040109||1||1,2
1||2040112||1||1,1
1||2040113||1||1,1
1||2040124||1||1,1
1||2040124||2||4,2
1||2040146||1||1,2
1||2040146||1||2,1
1||2040166||1||1,1
1||2040170||1||3,1
1||2040173||1||1,2
1||2040173||1||2,1
1||2040173||2||3,1
1||2040174||1||1,1
1||2040174||1||2,1
1||2040185||1||2,10
1||2040185||1||5,10
1||2040210||1||1,3
1||2040211||1||1,6
1||2040215||1||2,2
1||2040215||1||6,1
1||2040215||1||10,1
1||2040220||1||1,1
1||2040224||1||1,2
1||2040224||4||1,2
1||2040230||1||1,1
1||2040233||1||5,1
1||2040240||1||1,1
1||2040240||1||2,3
1||2040240||1||3,2
1||2040240||2||4,1
1||2040241||1||4,1
1||2040255||1||1,20
1||2040255||1||2,2
1||2040255||1||3,30
1||2040255||1||4,30
1||2040255||1||5,3
1||2040259||1||1,20
1||2040259||1||2,1
1||2040259||1||3,1
1||2040259||1||4,2
1||2040276||1||1,2
1||2040276||1||2,1
1||2040282||1||1,2
1||2040285||1||1,7
1||2040285||1||2,3
1||2040298||1||1,2
1||2040298||1||2,3
1||2040298||1||3,1
1||2040298||1||4,2
1||2040298||1||5,5
1||2040298||1||6,1
1||2040298||1||7,1
1||2040298||1||8,2
1||2040300||1||1,4
1||2040300||1||2,20
1||2040300||1||3,20
1||2040300||1||4,5
1||2040301||1||1,6
1||2040301||1||4,2
1||2040301||1||5,1
1||2040301||2||1,2
1||2040301||3||3,1
1||2040323||1||1,8
1||2040334||1||3,1
1||2040335||1||1,2
1||2040344||1||1,1
1||2040344||1||2,10
1||2040346||1||1,80
1||2040346||1||2,80
1||2040357||1||1,2
1||2040357||1||2,2
1||2040357||1||3,2
1||2040357||1||5,1
1||2040373||1||1,1
1||2040373||1||2,1
1||2040373||1||3,1
1||2040373||1||4,1
1||2040373||1||5,2
1||2040373||1||6,1
1||2040373||1||7,1
1||2040373||1||8,1
1||2040373||1||9,1
1||2040373||1||10,1
1||2040373||1||11,4
1||2040373||1||13,5
1||2040373||1||14,4
1||2040384||1||1,2
1||2040387||1||1,1
1||2040387||2||1,-1
1||2040392||1||2,2
1||2040392||2||2,-2
1||2040405||1||1,1
1||2040405||1||2,2
1||2040417||1||1,1
1||2040417||1||2,1
1||2040424||1||2,1
1||2040427||1||1,1
1||2040427||2||2,1
1||2040438||1||1,1
1||2040440||1||1,1
1||2040440||1||4,1
1||2040440||1||5,1
1||2040444||1||1,2
1||2040448||1||1,2
1||2040457||1||4,1
1||2040457||2||2,1
1||2040488||1||1,2
1||2040488||1||2,34.96
1||2040500||1||1,12
1||2040516||1||1,1
1||2040516||1||2,1
1||2040517||1||1,1
1||2040533||1||1,1
1||2040536||1||8,2
1||2040536||1||11,1
1||2040536||1||13,1
1||2040536||1||15,1
1||2040536||1||16,1
1||2040536||1||17,1
1||2040536||2||12,1
1||2040536||2||14,1
1||2040550||1||1,1
1||2040553||1||2,2
1||2040561||1||1,1
1||2040561||1||2,2
1||2040573||1||4,1
1||2040573||1||5,1
1||2040575||1||3,1
1||2040584||1||1,1
1||2040592||1||1,4
1||2040592||1||2,1
1||2040598||1||1,1
1||2040602||1||1,1
1||2040602||1||2,1
1||2040602||1||3,-1
1||2040602||1||4,1
1||2040609||1||1,1
1||2040617||1||1,7
1||2040624||1||4,1
1||2040624||1||5,1
1||2040626||1||1,10
1||2040626||1||2,1
1||2040636||1||1,2
1||2040636||2||1,1
1||2040638||1||3,1
1||2040638||3||2,1
1||2040639||1||1,2
1||2040639||2||1,-2
1||2040644||1||1,2
1||2040644||1||2,1.7
1||2040649||1||1,1
1||2040654||1||1,1
1||2040654||1||2,1
1||2040654||1||3,1
1||2040654||1||5,1
1||2040655||1||1,8
1||2040658||1||1,1
1||2040659||1||1,1
1||2040659||1||2,1
1||2040659||1||3,1
1||2040659||1||4,1
1||2040660||1||4,1
1||2040660||2||4,-1
1||2040669||1||1,2
1||2040669||2||1,-2
1||2040694||1||1,1
1||2040703||1||1,2
1||2040703||1||2,2
1||2040703||2||2,8
1||2040705||1||1,1
1||2040717||1||1,2
1||2040717||2||1,1
1||2040717||3||1,1
1||2040717||4||1,-1
1||2040717||5||1,-1
1||2040717||6||1,2
1||2040719||1||1,1
1||2040719||1||2,1
1||2040727||1||1,1
1||2040743||1||1,1
1||2040745||1||1,2
1||2040751||1||1,1
1||2040756||1||1,4
1||2040758||1||2,1
1||2040770||1||1,8
1||2040771||1||2,20
1||2040771||1||3,20
1||2040771||1||4,30
1||2040771||1||5,20
1||2040771||1||6,1
1||2040771||1||7,10
1||2040771||1||8,2
1||2040785||1||1,2
1||2040802||1||1,1
1||2040813||1||1,4
1||2040814||1||1,2
1||2040824||1||1,6
1||2040824||1||3,2
1||2040824||1||4,6
1||2040824||1||5,2
1||2040824||1||7,1
1||2040831||1||1,5
1||2040831||1||2,6
1||2040831||2||1,-5
1||2040831||2||2,-6
1||2040836||1||1,1
1||2040840||1||1,10
1||2040840||1||2,10
1||2040843||1||1,1
1||2040847||1||1,1
1||2040847||1||2,2
1||2040848||1||1,1
1||2040855||1||3,1
1||2040855||1||4,1
1||2040856||1||3,1
1||2040856||1||4,1
1||2040856||2||1,2
1||2040856||2||2,2
1||2040860||1||1,1
1||2040860||1||2,1
1||2040871||1||1,2
1||2040871||1||2,2
1||2040872||1||1,2
1||2040872||1||3,2
1||2040881||1||1,15
1||2040895||1||1,1
1||2040904||1||2,70
1||2040904||2||4,1
1||2040904||3||2,-60
1||2040913||1||4,4
1||2040913||1||5,70
1||2040927||1||1,1
1||2040927||1||2,1
1||2040955||1||1,1
1||2040956||1||2,2
1||2040977||1||1,1
1||2040977||1||2,1
1||2040984||1||1,1
1||2040984||1||2,1
1||2040985||1||1,1
1||2040986||1||1,1
1||2040989||1||1,2
1||2040994||1||1,1
1||2040995||1||1,2
1||2041001||1||1,3
1||2041001||1||2,2
1||2041001||1||3,2
1||2041007||1||1,1
1||2041020||1||1,1
1||2041022||1||2,1
